Nº Judicial;Nº ALERJ;Apensos;Origem;Ação;Relator;Autor;Réu;Objeto;Mérito;Liminar;Recurso;Procurador;Estagiário;Andamento;Tipo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5222;1437/2015;_;STF;ADI;Min. Celso de Mello;GOVERNADOR DO ESTADO DO RIO DE JANEIRO;ALERJ;"Ação ajuizada pelo Governador do ERJ, contra os Arts. 4º e 5º da Lei 6.897, de 24 de setembro de 2014 do RJ, que dispõe sobre informação a motoristas, a ser prestada pelo Departamento de Trânsito do Estado do Rio de Janeiro (DETRAN/RJ), a respeito de pontuação resultante de infrações de trânsito e de suspensão e cassação da Carteira Nacional de Habilitação (CNH). 
Autoria: Dionísio Lins
";;_;_;;Luma;Concluso ao Relator 27/05/2015;ELETRÔNICO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5094;3131/2014;_;STF;ADI;Min. Luiz Fux;GOVERNADOR DO ESTADO DE SÃO PAULO;ASSEMBLEIA LEGISLATIVA DO ESTADO DO RIO DE JANEIRO;" Lei n° 5636, de 06 de janeiro de 2010, do Estado do Rio de Janeiro.
";;_;_;;Luma;Concluso ao Relator 02/10/2014;ELETRÔNICO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5489;15034/2016;;STF;ADI;Min. Roberto Barroso;"CONFEDERAÇÃO NACIONAL DA INDÚSTRIA - CNI 
";"GOVERNADOR DO ESTADO DO RIO DE JANEIRO /  ASSEMBLEIA LEGISLATIVA DO ESTADO DO RIO DE JANEIRO 
";"Promovida em face da Lei nº 7.184, de 30 de dezembro de 2015, do ERJ, que Institui a Taxa de Controle, Monitoramento e
Fiscalização Ambiental das Atividades de Geração,
Transmissão e ou Distribuição de Energia Elétrica de
Origem Hidráulica, Térmica e Termo nuclear - TFGE
no Estado do Rio de Janeiro.                                                   Autoria:  Paulo Ramos
";;;;;Luma; 08/04/16: Petição amicus curiae;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"
0028279-22.2003.4.02.5101   ";21824/2003;;TRFRJ 23ª V. FED.;ACP;;MINISTÉRIO PÚBLICO FEDERAL;ESTADO DO RIO DE JANEIRO;"Trata-se de Ação Civil Pública, com pedido de liminar objetivando a condenação do Estado na obrigação de ressarcir os danos decorrentes da destinação incorreta e inadequada da verba orçamentária vinculada à saúde nos anos de 2000, 2001, 2002.
Liminar parcialmente deferida. Porém, suspendido o feito aguardando o julgamento do recurso ao STJ.
REsp nº 1391822
Relator: Ministro (a) Assusete Magalhães";;;;;Luan;Conclusos para julgamento ao(à) Ministro(a) 15/10/2015;FÍSICO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4789;9879/2012;_;STF;ADI;Min. Edson Fachin;PARTIDO SOCIALISMO E LIBERDADE - PSOL;ALERJ E GOVERNADOR DO ESTADO DO RIO DE JANEIRO;"APromovida em face do art. 3º da Lei Estadual nº 4.529 de 31 de março de 2005, do Estado do Rio de Janeiro, que ""aprova o enquadramento das sociedades CSA Companhia Siderúrgica do Atlantico, ThyssenKrupp Stahl A. G, Companhia Vale do Rio Doce no Programa de Atração de Investimentos Estruturantes - RIOINVEST, instituído pelo Decreto nº 23.012/97, para a construção e exploração de complexo siderúrgica no Estado do Rio de Janeiro e dá outras providências"".
Projeto de Lei nº 2349-A/2005 
Autoria: Poder Executivo
";;_;_;;Luan;" Publicada pauta (Pauta nº 3/2016. DJE nº 31, divulgado em 18/02/2016).
";ELETRÔNICO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3111;3174/2004;;STF;ADI;MIN. TEORI ZAVASCKI;PROCURADOR-GERAL DA REPÚBLICA;GOVERNADOR DO RJ E ALERJ;"Promovida em face do Art. 1º da Lei 3761, de 07 de janeiro de 2002 do RJ, que altera o parágrafo primeiro do art. 10 do Dec.-Lei nº 122/69, que contraria o Art. 5º, Caput e art. 145,II da Constituição Federal. 
LEI Nº 3761, DE 07 DE JANEIRO DE 2002.
"" Art. 1º - O artigo 1º da Lei nº 3528, de 9/01/2001, e o parágrafo 1º do Art. 10 do Decreto-Lei nº 122 de 13/8/1969, do antigo Estado da Guanabara, já alterado pelas Leis nºs 290, de 6/12/1979, e 489, de 19/11/1981, passam a vigorar com a seguinte redação:";;;;;Luan;concluso ao relator em 13/11/2013;FÍSICO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 0001961-25.2010.8.19.0000 ;8106/2010;;TJRJ - OE;RI;DES. ANTONIO EDUARDO FERREIRA DUARTE;PROCURADOR GERAL DO ESTADO DO RIO DE JANEIRO;ASSEMBLEIA LEGISLATIVA DO ESTADO DO RIO DE JANEIRO;"Promovida em face da Lei nº 5619, de 2009 ""determina às agências reguladoras estaduais, o envio de planilhas de custos que justificaram aumentos de tarifas, sob pena de, não as enviando, ficarem suspensos os aumentos de tarifas.
Autoria GILBERTO PALMARES ";;;ARE 981575;;Luan;ARE 05/05/2016: Decisão (processo físico) / 31/08/2016:Acolhimento em parte de Embargos de Declaração;FÍSICO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4834;11167/2012;;STF;ADI;MIN. DIAS TOFFOLI;GOVERNADOR DO ESTADO DE SÃO PAULO;ALERJ E GOVERNADOR DO ESTADO DO RIO DE JANEIRO;"  Arts. 001°, 'caput' e 002°, incisos 00I, 0II e III, alíneas  'a',
'b' e 'c', ambos da Lei Estadual n° 4174, de 29 de setembro  de  2003,
do Estado do Rio de Janeiro.";;INDEFERIDA;;BRUNO BARATA;Luan;12/02/2016 - Pauta nº 1/2016 publicada no DJE nº 25, divulgado em 11/02/2016.;ELETRÔNICO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4664;14984/2012;;STF;ADI;MIN. LUIZ FUX;CONFEDERAÇÃO NACIONAL DE SAÚDE - CNS;GOVERNADOR DO ESTADO DO RIO DE JANEIRO E ALERJ;"Promovida em face da Lei Estadual 5950/11, que dispõe sobre o aumento do piso salarial de diversas categorias profissionais e prevê a inclusão de mais 36 categorias profissionais no piso salarial fluminense. Projeto de Lei nº 189/2011, Autoria PODER EXECUTIVO.
ADI 4664";;INDEFERIDA;;FÁTIMA MARIA AMARAL;Luan;concluso ao relator em 12/03/2013;ELETRÔNICO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0052756-30.2013.8.19.0000;13255/2013;13940/2013 - Nº Judicial 0053071-58.2013.8.19.0000 (RI em arquivamento definitivo - mesma lei);TJRJ - OE;RI; DES. SERGIO DE SOUZA VERANI;DIRETÓRIO REGIONAL DO PARTIDO DA REPÚBLICA - PR;EXMO SR GOVERNADOR DO ESTADO DO RIO DE JANEIRO e  ASSEMBLEIA LEGISLATIVA DO ESTADO DO RIO DE JANEIRO;Promovida em face da Lei Estadual nº 6528/2013, que proíbe o uso de máscaras em manifestações, sob a alegação de violação ao Art. 23 da Constituição ERJ. Junto ao processo 13940 ( RI arquivada - mesma lei) -                        Autoria: Domingos Brazão e Paulo Melo;;INDEFERIDA;"ARE 905149 
RELATOR: MIN. ROBERTO BARROSO
";DENISE SETSUKO;Luan;12/12/2016: Repercussão geral no ARE 905.149 -  Email ao estagiário para elaboração verificação de providências;ELETRÔNICO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3478;6486/2005;;STF;ADI;MIN EDSON FACCHIN;ASSINAP ASS. DOS ATIVOS E INATIVOS PENSIONISTAS DAS POLICIAS;ASSEMBLÉIA LEGISLATIVA DO ESTADO DO RIO DE JANEIRO;"Promovida em face do parágrafo 12 do Art. 91 da Constituição do ERJ, que permite a designação de um Pastor Evangélico para desempenhar função de orientador religioso junto às corporações da Polícia Militar e do Corpo de Bombeiros, com direito a ingressar no oficialato capelão.
Dispositivo encontra-se VIGENTE.";;;;;Luan;"
Pauta Nº 56/2012 publicada no DJE nº 232, divulgado em 26/11/2012
Concluso ao Relator com 2 volumes 09/12/2015";FÍSICO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10079;5980/2010;;STF;RECLAMAÇÃO STF;Min. Roberto Barroso;JOSÉ GOMES GRACIOSA;ASSEMBLEIA LEGISLATIVA DO ESTADO DO RIO DE JANEIRO;Trata-se de reclamação contra ato da Assembléia Legislativa do Estado do Rio de Janeiro, que se consubstanciou na tramitação e aprovação de relatório final de Comissão Parlamentar de Inquérito, criada pela Resolução nº 591/09, para investigar fatos relativos a denúncias de corrupção contra os Conselheiros do Tribunal de Contas do Estado do Rio de Janeiro. ;;;;Sergio Leal Carneiro;Luan;15/08/2013 Conclusos ao Relator;ELETRÔNICO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63245-34.2010.8.19.0000;15544/2010;6743-2012;TJRJ - OE;RI;Min. Luiz Fux        Des. Luiz Felipe Da Silva Haddad;EXMO. SR. PROCURADOR GERAL DE JUSTIÇA DO ESTADO DO RJ;EXMO SR GOVERNADOR DO ESTADO DO RIO DE JANEIRO e EXMO SR PRESIDENTE DA ASSEMBLÉIA LEGISLATIVA DO ESTADO DO RIO DE JANEIRO;Trata-se de Representação por Inconstitucionalidade, com pedido de liminar, da Lei Estadual nº 5.530, de 02 de setembro de 2009, que dispõe sobre o monitoramento eletrônico de apenados no âmbito do Estado do Rio de Janeiro. Projeto de Lei nº 1017/2007 Autoria: Cidinha Campos;Acordam os Desembargadores, por maioria, em julgar procedente a representação, para declarar a inconstitucionalidade da Lei atacada. Plenário 09/04/2012. (processo físico sem numeração);;ARE 742952;Fátima Maria Amaral;Luan;08/09/2016: Despacho ;FÍSICO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1795;14110/2011;;STF;ACO;Min. Gilmar Mendes;ASSEMBLEIA LEGISLATIVA DO ESTADO DO RIO DE JANEIRO;SUPERINTENDENTE. ADJUNTO REGIONAL DE RECEITA FEDERAL DA 7ª REG. FISCAL;"Trata-se de Ação Civil Originária proposta pela ALERJ em face do Superintendente Adjunto Regional da Regional de Receita Federal da 7ª Região, devido à ameaça ao pacto federativo que faz incidir a regra do artigo 102, I, alínea ""f"" da Constituição Federal.";;;;Hariman Araújo;Luan;16/03/2012 - concluso ao relator;ELETRÔNICO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0037205-70.2014.8.19.0001;3208/2014;;TJRJ - 5ª V.F.P;A. ORD.;Juíza Ana Cecilia Argueso Gomes De Almeida;JORGE ROBERTO SAAD SILVEIRA;TRIBUNAL DE CONTAS DO ESTADO DO RIO DE JANEIRO - TCE ;"Ação Ordinária que alega ilegitimidade da atual composição do egrégio tribunal de Contas do Estado do Rio de Janeiro; que implica na nulidade do parecer prévio emitido no processo TCE/RJ 210.877-81398.";;;;;Luan;02/05/2016: Conclusão;ELETRÔNICO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4993;11153/2013;;STF;ADI;Min. Gilmar Mendes;GOVERNADOR DO ESTADO DE SÃO PAULO;ASSEMBLEIA LEGISLATIVA DO ESTADO DO RIO DE JANEIRO;Trata-se de ação direta de inconstitucionalidade, com pedido de medida cautelar, contra o art. 2.º, §§ 1.º, 2.º, 6.º e 7.º, da Lei 6.439, de 26 de abril de 2013, do Estado do Rio de Janeiro, que criou o Programa de Incentivo à Moderniza- ção, Renovação e Sustentabilidade da Frota de Caminhões do Estado. Projeto de Lei nº 2066/2013 Autoria: Poder Executivo;;Rito abreviado - artigo 12 da Lei 9.868/99. ;;Denise Setsuko;Luan;09/02/2015 - Manifestação - Petição: 4016;ELETRÔNICO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0063754-52.2016.8.19.0000;15636/2016;006129747.2016.8.19.0000 / 039452364.2016.8.19.0000;TJRJ;AI;"DES. GABRIEL DE OLIVEIRA ZEFIRO
";"ASSEMBLEIA LEGISLATIVA DO ESTADO DO RIO DE JANEIRO ALERJ
";"MINISTERIO PUBLICO DO ESTADO DO RIO DE JANEIRO
";"Interposto contra decisão preferida nos autos de ACP ajuizada
pelo MP em face do ERJ(0394523-
64.2016.8.19.0001), em que foi deferida tutela de urgência para que
a ALERJ providenciasse “o acesso às dependências da Casa
para acompanhamento de discussões e
votações de projetos de lei do ‘pacote
de austeridade’.                                                     Junto aos processos ALERJ 15210/2016
 e ALERJ 15061/2016 
";;Deferido;;;Luma;05/04/2017: Ciência Pauta;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2877;10106/2003;;STF;ADI;Min. Marco Aurélio;PARTIDO DEMOCRÁTICO TRABALHISTA - PDT;GOVERNADOR DO ESTADO DO RIO DE JANEIRO E ALERJ;Trata-se de ação direta de inconstitucionalidade,com pedido de medida cautelar, em face do inciso VII, do parágrafo único, do Art. 118 da Constituição do ERJ - Lei Orgânica da Carreira de Fiscal de Rendas - e a totalidade da Lei Complementar nº 107, de 07/02/2003, que dispõe sobre as condições para a ocupação das funções de chefia e assessoramento superior dos orgãos de direção de fiscalização e tribu tação e altera a competência da Corregedoria da Secretaria de Estado competente para a fiscalização e arrecadação tributária. Projeto de Lei Complementar nº 32-A/2003 Autoria Poder Executivo;;Rito abreviado - artigo 12 da Lei 9.868/99. ;;Denise Setsuko;Luan;23/09/2014  - Remessa dos autos ao Gabinete da Min. Rosa Weber.;FÍSICO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
213289520118190000;5987/2011;;TJRJ - 5ª V.F.P;ACP;Juíza Mabel Christina Castrioto Meira De Vasconcellos;MINISTÉRIO PÚBLICO DO ESTADO DO RIO DE JANEIRO;ASSEMBLEIA LEGISLATIVA DO ESTADO DO RIO DE JANEIRO / JORGE MOREIRA THEODORO E OUTROS;Trata-se de Ação Civil Pública por ato de Improbidade Administrativa, com pedido liminar, proposta pelo Ministério Público em face de Jorge Moreira Theodoro, CarlaCôrrea Francisco e outros, na qual se requereu a condenação dos dois primeiros demandados às sanções previstas no Art. 12, II e III, da Lei nº 8.429/92, bem como a anulação do ato de nomeação da segunda demandada ao cargo de auxiliar administrativo na ALERJ e dos atos que lhe concederam o pagamento do auxílio-educação.;A matéria pertinente ao ato de nomeação da servidora e concessão de pagamento de auxilio educação aqui tratada não tem relação com prerrogativas institucionais da ALERJ, pelo que, reconsidero a decisão de fls.507, parte inicial para acolher a preliminar de ilegitimidade passiva da ALERJ, determinado sua exclusão do pólo passivo da ação. Rio, 30/10/2014 (fls. 638)                                                                                  XXX                                                                                                                                              Por todos os motivos acima elencados, julgo improcedentes os pedidos formulados pelo MP em face do 1º réu (Jorge Moreira Theodoro) e julgo procedente em parte os pedidos formulados em face da 2ª ré (Carla Correa Francisco) apenas para condená-la ao ressarcimento ao erário público das quantias recebidas a título de auxílio educação no ano de 2007, corrigidas e com a incidência de juros de 1% ao mês, a ser apurado em liquidação de sentença. Rio, 18/12/2015.;Pedido liminar indeferido. Rio, 20/05/2013;Recurso de Apelação - MP;Sergio Leal Carneiro;Luan;30/03/2016 Publicado Despacho;ELETRÔNICO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25170-81.2014.8.19.0000;9107/2014;;TJRJ - OE;RI;DES. LUIZ FERNANDO RIBEIRO DE CARVALHO;PROCURADOR GERAL DE JUSTIÇA DO ESTADO DO RIO DE JANEIRO;ASSEMBLÉIA LEGISLATIVA DO ESTADO DO RIO DE JANEIRO;"Representação por Inconstitucionalidade tendo por objeto as expressões “convencionais” e “não seletivo”, inscritas, respectivamente, no caput do art. 1º da Lei Estadual 4.510/05 e no §2º do mesmo dispositivo. A lei dispõe sobre a isenção do pagamento de tarifas nos serviços de transporte intermunicipal.
Projeto de Lei nº 2173/2004 Autoria Poder Executivo";Acordam os Desembargadores, por unanimidade, em julgar procedente o pedido, na conformidade do voto em separado. Plenário, 12/05/2015 (fls. 77/84);;ARE 960394;;Luan;13/04/2016 Conclusos ao Relator;ELETRÔNICO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0066288-37.2014.8.19.0000;1121/2015 / 17744/2017;"Mesmo objeto do processo 10967/15 
";TJRJ - OE;RI;Des. Carlos Eduardo Da Rosa Da Fonseca Passos;PROCURADOR GERAL DE JUSTIÇA DO RJ;GOVERNADOR DO RJ E PRESIDENTE DA ALERJ;"Trata-se de representação de inconstitucionalidade ajuizada em virtude da Lei Estadual n° 5.998/11. A lei torna obrigatória a manutenção de exemplares da bíblia sagrada em bibliotecas situadas no Estado do Rio de Janeiro.
Projeto de Lei nº 2320/2005 Autoria Edson Albertassi";Acordam os Desembargadores, por maioria de votos, em julgar procedente a representação para declarar a inconstitucionalidade da Lei Estadual n° 5.998/11, vencidos os Desembargadores Nagib Slaibi Filho e Nildson Araújo da Cruz, que julgavam a demanda procedente. Plenário, 05/10/2015 (fls. 75/81);;ARE 101.4615;;Luan;18/04/2016 - Publicação Decisão Nao-Admissão / 20/07/2016: Remessa 3VP      / 26/05/2017: Arquivado nesta Secretaria;ELETRÔNICO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0036136-69.2015.8.19.0000;19302/2015 ( Apenso ao processo 19095/2015) e 17148/2015;16461/2015;RI;TJRJ - OE;Des. Reinaldo Pinto Alberto Filho;PROCURADOR GERAL DE JUSTIÇA DO ESTADO DO RIO DE JANEIRO ;GOVERNADOR DO ESTADO DO RJ, PRESIDENTE DA ALERJ;"Representação por Inconstitucionalidade impugnando a Lei 7.010, de 2015, do Estado do Rio de Janeiro, que dispõe sobre o sistema de revista de visitantes nos estabelecimentos prisionais do Rio de Janeiro e dá outras providências.
 ";;Ainda não foi julgada a ação.;-;Juliette Stohler;Luan;09/11/17 - Os autos foram conclusos ao relator;ELETRÔNICO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
